eventID,verbatimIdentification,scientificName,scientificNameID,scientificNameAuthorship,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,identificationRemarks,previousIdentifications,specificEpithet,occurrenceID,occurrenceStatus,basisOfRecord
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-7,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Calocalanus styliremis,"Calocalanus styliremis (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104673,"Giesbrecht, 1888",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,,,styliremis,IYS2019-Kaganovsky-10-Bongo-1-8,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Chaetognath,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,juvenile,,Phylum,accepted,,Animalia,Chaetognatha,,,,,,,,IYS2019-Kaganovsky-10-Bongo-1-9,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-10,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Chaetognath sp. (no heads),Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,,,,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,,,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-11,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Chelophyes appendiculata,"Chelophyes appendiculata (Eschscholtz, 1829)",urn:lsid:marinespecies.org:taxname:135417,"Eschscholtz, 1829",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,,,appendiculata,IYS2019-Kaganovsky-10-Bongo-1-12,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Clausocalanus arcuicornis,"Clausocalanus arcuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104502,"Dana, 1849",C6,F,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,,,arcuicornis,IYS2019-Kaganovsky-10-Bongo-1-13,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Clausocalanus arcuicornis,"Clausocalanus arcuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104502,"Dana, 1849",C6,M,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,,,arcuicornis,IYS2019-Kaganovsky-10-Bongo-1-14,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-15,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-16,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Clausocalanus sp.,"Clausocalanus (Giesbrecht, 1888)",urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-17,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Copepod nauplius,"Copepoda (Milne Edwards, 1840)",urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",nauplius,,Class,accepted,,Animalia,Arthropoda,Copepoda,,,,,,,IYS2019-Kaganovsky-10-Bongo-1-18,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Disconchoecia elegans,"Discoconchoecia elegans (Sars, 1866)",urn:lsid:marinespecies.org:taxname:127782,"Sars, 1866",,,Species,accepted,,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,,,elegans,IYS2019-Kaganovsky-10-Bongo-1-19,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-10-Bongo-1-20,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-10-Bongo-1-21,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-10-Bongo-1-22,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-10-Bongo-1-23,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-10-Bongo-1-24,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-10-Bongo-1-25,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-10-Bongo-1-26,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-27,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,M,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-28,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",juvenile,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-29,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausiid furcillia,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",furcillia,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-30,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",calyptopsis,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-31,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-32,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",nauplius,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-33,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Fritillaria borealis,"Fritillaria borealis (Lohmann, 1896)",urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,,,borealis,IYS2019-Kaganovsky-10-Bongo-1-34,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Halocyprididae sp.,"Halocyprididae (Dana, 1853)",urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",,,Family,accepted,sp. indet.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-35,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Limacina helicina,"Limacina helicina (Phipps, 1774)",urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",,,Species,accepted,,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,,,helicina,IYS2019-Kaganovsky-10-Bongo-1-36,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Lucicutia flavicornis,"Lucicutia flavicornis (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,,,flavicornis,IYS2019-Kaganovsky-10-Bongo-1-37,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Lucicutia flavicornis,"Lucicutia flavicornis (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104597,"Claus, 1863",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,,,flavicornis,IYS2019-Kaganovsky-10-Bongo-1-38,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2019-Kaganovsky-10-Bongo-1-39,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2019-Kaganovsky-10-Bongo-1-40,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Mesocalanus tenucornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,,tenuicornis,IYS2019-Kaganovsky-10-Bongo-1-41,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Mesocalanus tenuicornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C2,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,Mesocalanus sp.,tenuicornis,IYS2019-Kaganovsky-10-Bongo-1-42,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Mesocalanus tenuicornis,"Mesocalanus tenuicornis (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104468,"Dana, 1849",C3,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,,Mesocalanus sp.,tenuicornis,IYS2019-Kaganovsky-10-Bongo-1-43,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-44,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-45,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-10-Bongo-1-46,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-47,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-48,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-49,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Microcalanus sp.,"Microcalanus (Sars G.O., 1903)",urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-50,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-10-Bongo-1-51,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-10-Bongo-1-52,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus flemingeri/plumchrus C4-C6,"Neocalanus (Sars G.O., 1925)",urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C4,,Genus,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,,IYS2019-Kaganovsky-10-Bongo-1-53,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-54,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-55,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-10-Bongo-1-56,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Oithona atlantica,"Oithona atlantica (Farran, 1908)",urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,,atlantica,IYS2019-Kaganovsky-10-Bongo-1-57,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Oithona sp.,"Oithona (Baird, 1843)",urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-58,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Oithona sp.,"Oithona (Baird, 1843)",urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-59,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Paracalanus indicus,"Paracalanus indicus (Wolfenden, 1905)",urn:lsid:marinespecies.org:taxname:104683,"Wolfenden, 1905",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,,,indicus,IYS2019-Kaganovsky-10-Bongo-1-60,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Paracalanus parvus,"Paracalanus parvus (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104685,"Claus, 1863",C6,F,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,,,parvus,IYS2019-Kaganovsky-10-Bongo-1-61,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Paracalanus parvus,"Paracalanus parvus (Claus, 1863)",urn:lsid:marinespecies.org:taxname:104685,"Claus, 1863",C6,M,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,,,parvus,IYS2019-Kaganovsky-10-Bongo-1-62,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Paracalanus sp.,"Paracalanus (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-63,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-10-Bongo-1-64,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-10-Bongo-1-65,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Phronima sp.,"Phronima (Latreille, 1802)",urn:lsid:marinespecies.org:taxname:101804,"Latreille, 1802",,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-66,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Primno abyssalis,"Primno abyssalis (Bowman in Fulton, 1968)",urn:lsid:marinespecies.org:taxname:421603,"Bowman in Fulton, 1968",,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,,,abyssalis,IYS2019-Kaganovsky-10-Bongo-1-67,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus moultoni,"Pseudocalanus moultoni (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,moultoni,IYS2019-Kaganovsky-10-Bongo-1-68,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus moultoni,"Pseudocalanus moultoni (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,moultoni,IYS2019-Kaganovsky-10-Bongo-1-69,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-70,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-71,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-72,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-73,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-10-Bongo-1-74,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Pseudosagitta scrippsae,"Pseudosagitta scrippsae (Alvariño, 1962)",urn:lsid:marinespecies.org:taxname:266259,"Alvariño, 1962",,,Species,unaccepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,,,scrippsae,IYS2019-Kaganovsky-10-Bongo-1-75,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Racovitzanus antarcticus,"Racovitzanus antarcticus (Giesbrecht, 1902)",urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,,,antarcticus,IYS2019-Kaganovsky-10-Bongo-1-76,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Salpa aspera,"Salpa aspera (Chamisso, 1819)",urn:lsid:marinespecies.org:taxname:137270,"Chamisso, 1819",,,Species,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,aspera,IYS2019-Kaganovsky-10-Bongo-1-77,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Salpa aspera,"Salpa aspera (Chamisso, 1819)",urn:lsid:marinespecies.org:taxname:137270,"Chamisso, 1819",s0,,Species,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,aspera,IYS2019-Kaganovsky-10-Bongo-1-78,present,PreservedSpecimen
IYS2019-Kaganovsky-10-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C5,,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-10-Bongo-1-79,present,PreservedSpecimen
